SMILES
O=C(NCC1=CCN(Cc2cnns2)CC1)c1cc(C2CC2)[nH]n1
CC(C)[C@](C)(O)CNC(=O)c1cc(F)cc(Br)c1
CC(C)(C)c1ncc(/C=C/C(=O)NC[C@H]2CCN(C(N)=O)C2)s1
CN(C)[C@H](CNC(=O)[C@@H]1CCNCC1(F)F)c1c(F)cccc1F
COCc1ccccc1CNC(=O)N[C@H]1CCN(CC2CCCC2)C1
Cc1cccc(F)c1CNC(=O)N(C)C1CCN(CCC(F)(F)F)CC1
C/C=C(/C)C(=O)N[C@@H](CNc1ncc(F)cn1)CC(C)C
C[C@@H]1CC[C@@H](CNC(=O)N2CCC[C@H]2c2ccccc2)O1
Cc1cnc(CNCC2(c3ccccc3)CCCCC2)s1
CC(C)(C)[C@@H](NC(=O)c1cn(-c2ccccc2Br)nn1)C(F)(F)F
CCCN[C@@H](C)CCNC(=O)C1(C)CCC1
Cn1cc([C@H](NC(=O)Nc2ccc3c(c2)nnn3C)C(F)(F)F)cn1
C=CCCNC[C@@H]1CN(C(=O)CC(C)=C(C)C)CC[C@@H]1C
Cc1ncc(C(=O)N(C)C2CC(NCc3sc(C)nc3C)C2)[nH]1
CCOc1c(Cl)cc(C(=O)NC[C@@]2(C)CCCO2)cc1OC
CCn1nc(C(=O)NC[C@H]2CCN(C(=O)c3c[nH]c4cc(Cl)ccc34)[C@@H]2c2cccnc2)cc1C
Cc1ccc(CN(C)[C@H]2CCCc3ccccc32)cc1C
CC(C)[C@H](C(=O)N(C)CCC(=O)OC(C)(C)C)c1ccncc1
CN(C(=O)N[C@H]1CCc2c[nH]nc2C1)[C@@H]1CCCc2c1cnn2C
N#Cc1c[nH]c(C(=O)N2C[C@H]3CCN(C(=O)CCc4ncc[nH]4)C[C@H]32)c1
CN(Cc1ccccc1NC(=O)C(=O)N[C@@H](C[S@@](C)=O)c1ccccc1)c1ccccc1
CC(=O)Nc1nc(C(=O)N2CCC[C@@H](NC(=O)CCCc3ccccc3)C2)cs1
O=C(c1ccon1)N1CCOC[C@]2(C1)CN(C(=O)[C@@H]1C[C@H]1c1ccc(F)c(F)c1)CCO2
C[C@H](C#N)C(=O)N1CC[C@@H](c2ccc(F)cc2)[C@H](NCC(N)=O)C1
FC(F)(F)Oc1ccc(NCc2cc(Br)no2)c(Br)c1
C#Cc1ccc(C(=O)N[C@@H]2CN(C(=O)[C@H](C)CC3CCCC3)C[C@H]2O)cc1
COc1cc(CN[C@H]2C[C@H](NC(=O)C(F)F)C2)on1
Cc1sc2nc(CCC(=O)Nc3ccc4c(=O)n(C)c(=O)n(C)c4c3)nc(O)c2c1C
CC(C)N(CC(=O)N1CCCCCC1)C(=O)Cn1ccc2ccc(F)cc21
Cc1cnc(CNc2ccc(C(C)C)nc2)s1
CCCCN(C)CC1CCN(c2nnc([C@@H]3CCC(=O)N3)n2CCn2cncn2)CC1
O=C(NC[C@H]1CCN(C(=O)c2cc3ccccc3o2)[C@@H]1c1cccnc1)c1ccc2c(c1)CCCO2
CCN(C(=O)NCc1cccc(Br)c1C)C1CCN(C(=O)OC(C)(C)C)CC1
O=C(Nc1ccc(NC(=O)[C@H]2CCO[C@@H](c3ccccc3)O2)cc1)C1CC1
CC[C@@H](C)NC(=O)c1cccc(CNC(=O)c2ccn(COC)n2)c1
